1000 47978
47 570 17
47 581 30
47 587 38
47 628 32
47 660 44
47 664 50
47 670 1
47 689 25
47 713 14
47 730 48
47 733 13
47 738 34
47 739 43
47 749 24
47 770 12
47 773 40
47 777 12
47 794 19
47 820 5
47 833 11
47 840 39
47 866 -2
47 883 42
47 898 15
47 930 27
47 947 47
47 951 30
47 971 43
47 980 18
47 981 43
48 58 46
48 62 22
48 135 38
48 144 5
48 152 44
48 162 39
48 176 41
48 203 28
48 224 23
48 229 29
48 233 35
48 240 43
48 243 36
48 297 20
48 320 12
48 359 2
48 360 13
48 376 39
48 386 18
48 433 45
48 448 8
48 452 42
48 459 18
48 481 -1
48 484 44
48 489 49
48 490 18
48 496 19
48 516 37
48 534 7
48 541 6
48 550 35
48 554 37
48 569 35
48 572 38
48 581 16
48 611 20
48 620 18
48 666 26
48 688 1
48 716 36
48 790 32
48 823 24
48 849 48
48 871 22
48 874 17
48 927 38
48 957 27
48 958 18
48 960 38
48 986 33
48 994 46
49 10 40
49 19 19
49 61 2
49 69 32
49 73 25
49 89 45
49 90 20
49 96 25
49 99 15
49 130 19
49 141 18
49 160 20
49 163 16
49 186 27
49 198 45
49 207 34
49 211 34
49 221 25
49 228 31
49 230 27
49 239 4
49 260 38
49 309 38
49 323 42
49 324 7
49 341 42
49 343 6
49 373 5
49 407 25
49 419 -1
49 435 -2
49 447 41
49 491 24
49 513 -2
49 523 19
49 525 5
49 528 43
49 561 47
49 595 38
49 600 21
49 608 26
49 643 32
49 677 38
49 800 42
49 835 11
49 841 21
49 851 40
49 866 3
49 876 -2
49 877 35
49 908 31
49 944 23
49 948 40
49 949 27
49 950 23
49 963 16
49 982 28
49 996 18
50 43 31
50 75 14
50 91 32
50 132 33
50 153 34
50 167 3
50 180 -1
50 192 32
50 245 17
50 267 24
50 280 45
50 292 39
50 314 0
50 319 42
50 323 7
50 328 36
50 350 21
50 355 32
50 391 33
50 392 24
50 407 6
50 412 21
50 429 6
50 463 41
50 464 5
50 479 16
50 489 26
50 495 17
50 496 28
50 540 33
50 543 5
50 563 44
50 567 17
50 596 3
50 613 25
50 628 -2
50 640 16
50 654 2
50 689 19
50 700 50
50 704 42
50 728 43
50 746 3
50 754 12
50 760 45
50 779 46
50 809 10
50 825 1
50 855 22
50 864 36
50 868 4
50 994 26
51 38 7
51 118 0
51 131 32
51 133 28
51 177 34
51 185 19
51 190 41
51 203 22
51 206 28
51 251 43
51 261 25
51 270 0
51 285 36
51 309 25
51 322 34
51 368 36
51 377 14
51 507 45
51 568 38
51 622 48
51 648 41
51 651 40
51 655 5
51 689 46
51 726 -1
51 729 25
51 734 26
51 741 19
51 747 14
51 788 9
51 792 25
51 802 17
51 817 37
51 845 9
51 876 3
51 914 30
51 934 26
51 974 42
51 978 49
51 979 50
51 981 0
51 992 14
52 11 37
52 38 41
52 69 24
52 71 0
52 73 35
52 96 26
52 112 17
52 127 31
52 163 42
52 173 8
52 175 26
52 223 44
52 227 9
52 238 41
52 241 35
52 252 22
52 263 50
52 280 34
52 285 5
52 293 36
52 310 17
52 326 28
52 372 27
52 397 -2
52 430 47
52 433 49
52 446 5
52 509 42
52 516 5
52 519 12
52 539 11
52 544 47
52 574 3
52 583 22
52 638 20
52 726 18
52 741 1
52 769 2
52 781 9
52 788 15
52 803 14
52 879 27
52 890 30
52 894 15
52 899 -2
52 904 24
52 938 -1
52 944 5
52 950 46
52 988 8
52 996 15
53 20 43
53 26 29
53 38 -2
53 123 15
53 144 12
53 156 16
53 190 11
53 192 36
53 222 29
53 230 50
53 249 50
53 269 33
53 285 42
53 298 42
53 337 34
53 342 22
53 391 24
53 413 9
53 414 38
53 446 25
53 449 29
53 453 21
53 455 0
53 466 20
53 469 15
53 476 2
53 482 48
53 512 41
53 529 44
53 532 4
53 536 48
53 537 28
53 582 24
53 596 0
53 651 7
53 659 12
53 676 12
53 701 -1
53 704 32
53 764 10
53 775 33
53 794 25
53 856 23
53 868 13
53 876 8
53 880 8
53 883 42
53 902 33
53 929 44
53 958 16
53 967 33
53 990 34
53 991 11
53 994 40
54 33 30
54 39 47
54 56 -2
54 71 2
54 74 49
54 106 14
54 113 42
54 122 25
54 130 41
54 142 29
54 172 44
54 185 31
54 210 22
54 214 39
54 220 49
54 241 30
54 280 42
54 293 28
54 310 13
54 311 28
54 316 0
54 372 5
54 387 3
54 390 21
54 422 -2
54 428 36
54 459 47
54 521 17
54 523 35
54 543 4
54 545 44
54 586 1
54 591 17
54 611 15
54 616 18
54 619 17
54 636 17
54 692 33
54 712 8
54 723 9
54 783 19
54 789 2
54 871 24
54 877 34
54 914 -2
54 922 8
54 934 2
54 938 34
55 3 13
55 12 40
55 56 0
55 65 16
55 123 33
55 139 8
55 144 18
55 151 39
55 184 8
55 271 48
55 288 42
55 291 41
55 293 42
55 332 39
55 343 37
55 385 0
55 402 33
55 408 15
55 413 50
55 439 18
55 460 17
55 461 16
55 480 11
55 481 11
55 486 19
55 520 6
55 537 7
55 559 14
55 615 7
55 639 5
55 689 27
55 703 28
55 728 22
55 729 37
55 739 17
55 806 41
55 827 20
55 831 48
55 845 46
55 849 14
55 883 12
55 885 48
55 894 24
55 903 5
55 904 33
55 945 44
55 963 33
55 977 49
55 980 38
56 62 11
56 69 36
56 85 20
56 97 14
56 125 39
56 127 15
56 148 6
56 161 33
56 213 13
56 240 18
56 275 24
56 289 2
56 345 6
56 380 50
56 382 47
56 414 42
56 431 32
56 433 19
56 441 5
56 487 19
56 497 19
56 554 24
56 558 7
56 578 43
56 607 1
56 617 -2
56 654 21
56 655 40
56 669 17
56 683 16
56 689 24
56 695 34
56 696 27
56 705 2
56 712 29
56 723 20
56 727 4
56 752 42
56 788 48
56 807 6
56 815 37
56 849 12
56 869 48
56 930 35
56 931 25
56 934 20
56 939 43
56 943 17
56 945 10
56 958 -2
56 968 14
56 994 40
57 3 4
57 26 5
57 30 39
57 46 50
57 88 7
57 132 39
57 137 47
57 207 11
57 208 38
57 263 26
57 264 29
57 271 8
57 297 32
57 321 30
57 339 35
57 361 50
57 374 18
57 386 14
57 389 23
57 398 26
57 461 19
57 484 21
57 503 5
57 511 28
57 523 1
57 564 15
57 584 32
57 606 24
57 609 46
57 620 42
57 674 39
57 678 23
57 688 13
57 747 50
57 751 42
57 789 41
57 791 0
57 813 37
57 863 21
57 906 6
57 924 17
57 945 8
57 965 27
57 969 -2
58 35 39
58 48 3
58 57 33
58 64 27
58 76 26
58 103 6
58 112 22
58 113 45
58 116 17
58 125 47
58 127 47
58 130 47
58 182 0
58 190 43
58 200 41
58 210 -2
58 215 5
58 236 5
58 256 22
58 291 5
58 303 47
58 308 20
58 315 15
58 328 43
58 362 12
58 387 24
58 390 23
58 396 41
58 402 48
58 476 19
58 499 46
58 551 13
58 588 27
58 611 9
58 656 30
58 690 13
58 704 14
58 715 27
58 730 45
58 772 29
58 795 49
58 827 19
58 856 0
58 864 34
58 869 17
58 912 35
58 913 4
58 927 35
58 930 17
58 952 9
59 17 50
59 29 43
59 33 49
59 38 16
59 68 50
59 107 49
59 121 47
59 142 -2
59 157 40
59 158 28
59 240 7
59 255 4
59 256 1
59 263 -2
59 308 20
59 320 14
59 339 1
59 349 -1
59 357 17
59 402 -2
59 408 15
59 476 27
59 498 24
59 524 4
59 535 47
59 536 10
59 553 45
59 590 42
59 592 34
59 594 40
59 595 9
59 610 0
59 620 1
59 622 23
59 630 11
59 646 31
59 652 50
59 664 3
59 692 27
59 743 30
59 771 19
59 785 36
59 805 14
59 826 3
59 831 23
59 865 14
59 883 17
59 893 11
59 942 -1
59 945 41
59 951 1
59 953 22
59 977 5
59 978 11
60 59 19
60 104 10
60 139 39
60 175 50
60 210 4
60 269 10
60 315 40
60 319 38
60 326 6
60 356 25
60 375 2
60 404 11
60 414 4
60 415 2
60 464 24
60 487 6
60 505 12
60 555 7
60 561 25
60 600 28
60 602 25
60 724 43
60 738 5
60 742 32
60 749 11
60 772 1
60 775 49
60 784 4
60 805 14
60 814 9
60 815 11
60 821 44
60 846 22
60 865 23
60 869 45
60 878 44
60 894 31
60 948 33
60 986 49
61 10 29
61 12 48
61 45 34
61 55 12
61 104 47
61 121 23
61 162 26
61 187 41
61 201 35
61 209 36
61 231 36
61 233 5
61 246 43
61 256 36
61 268 22
61 280 -1
61 286 39
61 305 12
61 313 22
61 340 42
61 350 36
61 377 28
61 402 5
61 421 45
61 441 25
61 443 32
61 466 10
61 471 45
61 473 45
61 492 42
61 504 20
61 511 24
61 534 19
61 537 23
61 549 24
61 557 4
61 567 44
61 606 22
61 616 9
61 627 8
61 631 23
61 640 31
61 663 26
61 697 -1
61 715 43
61 722 -1
61 743 13
61 746 9
61 773 2
61 779 8
61 806 42
61 811 0
61 824 10
61 836 11
61 862 14
61 868 11
61 872 41
61 876 11
61 881 49
61 904 48
61 914 11
61 968 33
61 985 44
62 3 49
62 9 26
62 14 49
62 34 7
62 36 20
62 44 15
62 100 47
62 113 28
62 127 18
62 138 28
62 146 18
62 167 32
62 169 43
62 174 39
62 191 42
62 227 4
62 253 13
62 261 49
62 263 2
62 299 35
62 354 23
62 386 8
62 441 15
62 487 40
62 491 1
62 495 21
62 516 14
62 526 13
62 548 29
62 608 39
62 609 50
62 627 23
62 668 33
62 686 20
62 708 12
62 712 12
62 716 30
62 722 18
62 724 0
62 741 16
62 778 -1
62 844 15
62 881 25
62 886 25
62 921 23
62 940 37
62 946 15
62 963 31
62 969 47
62 971 32
62 972 45
62 1000 19
63 4 30
63 25 4
63 60 4
63 82 30
63 101 1
63 114 37
63 122 13
63 132 8
63 134 17
63 150 42
63 161 24
63 192 32
63 202 -1
63 215 18
63 222 38
63 225 1
63 238 38
63 256 8
63 265 37
63 283 6
63 286 15
63 298 5
63 332 37
63 342 46
63 353 47
63 358 48
63 369 49
63 389 4
63 406 8
63 410 13
63 421 31
63 427 6
63 483 46
63 488 34
63 527 20
63 545 16
63 585 16
63 617 38
63 626 31
63 627 36
63 640 11
63 669 45
63 715 29
63 717 32
63 724 46
63 739 49
63 744 14
63 750 28
63 751 30
63 754 41
63 777 29
63 792 14
63 798 5
63 800 29
63 869 35
63 882 46
63 892 3
63 916 14
63 941 4
64 24 13
64 32 44
64 47 13
64 60 26
64 65 48
64 79 5
64 81 1
64 89 33
64 123 39
64 139 9
64 147 9
64 193 4
64 201 44
64 228 4
64 267 18
64 270 12
64 291 24
64 294 22
64 314 2
64 356 27
64 359 24
64 362 1
64 364 0
64 458 20
64 460 46
64 474 31
64 509 39
64 510 -1
64 523 43
64 537 1
64 542 40
64 558 33
64 566 46
64 567 2
64 586 0
64 624 33
64 628 15
64 652 36
64 673 43
64 739 6
64 750 22
64 752 19
64 758 38
64 803 46
64 840 9
64 895 47
64 913 30
64 942 26
64 976 46
64 982 41
64 984 28
65 6 30
65 28 48
65 49 4
65 64 -2
65 69 10
65 126 44
65 136 39
65 142 35
65 154 47
65 162 36
65 164 10
65 183 41
65 188 24
65 227 45
65 258 45
65 266 7
65 283 5
65 321 6
65 326 6
65 329 31
65 330 20
65 338 15
65 358 25
65 363 -2
65 367 27
65 386 50
65 407 2
65 452 0
65 488 24
65 558 12
65 563 28
65 567 47
65 578 41
65 599 14
65 632 50
65 644 12
65 651 40
65 680 12
65 712 22
65 717 14
65 751 17
65 755 24
65 790 33
65 799 15
65 840 50
65 867 12
65 900 21
65 944 0
65 959 27
65 969 23
65 972 20
65 975 13
66 7 7
66 9 11
66 42 48
66 52 11
66 79 -1
66 164 17
66 190 14
66 193 20
66 210 39
66 211 27
66 215 1
66 216 10
66 253 27
66 271 26
66 287 29
66 298 13
66 367 20
66 378 6
66 385 49
66 419 3
66 471 34
66 487 1
66 509 12
66 531 2
66 535 48
66 605 34
66 629 48
66 714 50
66 738 24
66 748 41
66 766 8
66 796 40
66 816 22
66 819 1
66 836 22
66 848 41
66 871 45
66 875 7
66 879 49
66 898 8
66 929 50
66 933 8
66 946 39
66 963 33
66 978 4
67 3 23
67 38 12
67 59 29
67 104 6
67 120 9
67 162 24
67 196 30
67 266 44
67 274 31
67 275 0
67 284 4
67 286 1
67 292 18
67 297 48
67 370 25
67 382 -1
67 388 8
67 397 25
67 399 16
67 402 49
67 423 4
67 424 49
67 442 23
67 448 46
67 500 50
67 509 29
67 547 33
67 574 9
67 670 11
67 688 2
67 704 36
67 718 -2
67 739 22
67 742 8
67 753 36
67 760 44
67 764 38
67 778 26
67 785 14
67 793 33
67 846 8
67 849 37
67 869 37
67 871 37
67 872 49
67 892 20
67 956 40
68 34 36
68 103 5
68 122 36
68 131 30
68 138 39
68 150 12
68 157 7
68 174 13
68 188 48
68 191 43
68 200 18
68 220 50
68 255 16
68 279 39
68 300 23
68 352 36
68 377 19
68 392 40
68 402 36
68 447 49
68 449 39
68 480 3
68 483 24
68 494 34
68 529 31
68 547 26
68 570 43
68 618 -1
68 622 -1
68 626 21
68 632 10
68 638 9
68 653 50
68 657 49
68 672 18
68 702 44
68 704 2
68 710 2
68 717 22
68 729 36
68 733 47
68 739 12
68 760 30
68 767 29
68 784 9
68 797 0
68 801 27
68 806 1
68 810 45
68 812 28
68 859 50
68 870 16
68 871 41
68 884 47
68 891 12
68 954 13
68 975 31
68 991 3
69 2 39
69 10 21
69 73 2
69 75 46
69 92 3
69 95 3
69 175 0
69 210 42
69 217 25
69 256 38
69 260 13
69 308 40
69 309 29
69 312 25
69 313 -2
69 324 39
69 335 35
69 340 15
69 343 24
69 346 37
69 357 46
69 361 33
69 404 6
69 420 19
69 423 14
69 435 17
69 438 4
69 439 40
69 469 7
69 476 27
69 477 48
69 481 20
69 519 11
69 555 13
69 566 14
69 624 31
69 637 39
69 646 22
69 670 20
69 692 22
69 699 24
69 702 50
69 726 10
69 761 35
69 784 20
69 785 35
69 786 24
69 798 20
69 807 15
69 855 21
69 858 13
69 881 29
69 885 47
69 899 50
69 948 32
70 9 35
70 11 43
70 22 4
70 39 20
70 60 29
70 78 29
70 80 31
70 105 16
70 118 41
70 165 22
70 169 11
70 187 49
70 193 14
70 208 5
70 220 3
70 275 12
70 323 33
70 337 23
70 344 35
70 363 13
70 422 20
70 430 50
70 439 10
70 446 7
70 449 41
70 467 39
70 528 24
70 531 11
70 554 8
70 562 26
70 568 11
70 571 1
70 575 25
70 622 28
70 629 44
70 705 45
70 791 31
70 796 26
70 814 8
70 856 35
70 870 47
70 903 21
70 974 48
71 19 13
71 21 23
71 70 15
71 94 19
71 102 11
71 121 44
71 123 45
71 141 5
71 183 42
71 189 13
71 253 4
71 267 43
71 298 0
71 305 17
71 320 22
71 332 5
71 366 35
71 373 48
71 382 25
71 387 5
71 434 2
71 456 5
71 492 27
71 499 32
71 536 41
71 541 39
71 549 45
71 558 31
71 565 11
71 573 49
71 628 -2
71 644 14
71 674 15
71 711 22
71 742 45
71 744 10
71 755 41
71 825 0
71 829 33
71 830 32
71 867 5
71 904 15
71 914 16
71 945 4
72 4 12
72 8 29
72 89 6
72 100 47
72 122 29
72 138 20
72 166 4
72 169 33
72 171 11
72 174 20
72 184 23
72 212 40
72 311 28
72 329 34
72 331 10
72 352 44
72 371 42
72 404 38
72 406 17
72 449 11
72 464 34
72 473 45
72 497 5
72 526 3
72 534 30
72 540 29
72 559 23
72 577 5
72 594 30
72 618 5
72 629 46
72 657 2
72 693 9
72 696 23
72 733 28
72 744 36
72 763 0
72 797 2
72 801 24
72 818 8
72 831 11
72 843 -1
72 857 14
72 872 35
72 875 38
72 886 25
72 901 24
72 903 15
72 921 26
72 977 1
72 980 37
72 986 38
72 988 48
72 996 44
73 8 20
73 82 40
73 88 0
73 191 40
73 193 16
73 204 5
73 220 0
73 273 48
73 275 1
73 289 17
73 337 47
73 338 33
73 348 46
73 353 31
73 374 24
73 389 9
73 422 45
73 439 9
73 451 16
73 454 44
73 504 5
73 578 35
73 593 19
73 599 8
73 657 2
73 708 49
73 724 -1
73 737 45
73 790 8
73 804 46
73 815 35
73 917 26
73 975 3
74 17 6
74 49 50
74 63 37
74 77 49
74 82 41
74 87 34
74 93 30
74 109 45
74 130 10
74 131 1
74 132 25
74 140 36
74 141 19
74 206 20
74 219 39
74 240 -1
74 247 31
74 266 24
74 279 28
74 287 14
74 311 14
74 335 42
74 339 2
74 352 -2
74 377 27
74 393 35
74 396 48
74 461 15
74 464 31
74 481 24
74 534 4
74 540 41
74 541 39
74 557 27
74 591 28
74 622 30
74 625 7
74 647 21
74 648 5
74 659 2
74 691 4
74 704 0
74 726 31
74 801 0
74 809 15
74 850 3
74 863 40
74 865 0
74 867 26
74 870 29
74 873 17
74 896 28
74 935 -2
74 999 25
75 28 22
75 35 23
75 46 5
75 57 14
75 72 36
75 77 21
75 122 18
75 126 49
75 153 41
75 154 17
75 173 8
75 181 4
75 197 36
75 231 13
75 233 8
75 235 38
75 268 25
75 274 16
75 310 44
75 311 45
75 327 27
75 358 13
75 372 23
75 426 8
75 436 15
75 447 41
75 456 10
75 481 38
75 484 50
75 524 32
75 528 22
75 533 24
75 596 25
75 607 1
75 617 8
75 627 24
75 681 6
75 687 14
75 732 21
75 776 4
75 780 2
75 787 44
75 795 27
75 807 43
75 826 40
75 849 33
75 857 30
75 860 31
75 873 40
75 918 15
75 935 3
75 959 12
75 970 47
75 971 6
76 31 16
76 47 5
76 56 23
76 80 19
76 161 21
76 173 7
76 192 16
76 200 0
76 262 29
76 291 45
76 306 43
76 385 5
76 399 45
76 408 47
76 411 6
76 449 19
76 473 5
76 518 13
76 567 11
76 575 10
76 653 27
76 732 40
76 738 1
76 744 11
76 756 8
76 763 19
76 764 12
76 773 13
76 800 19
76 832 17
76 843 4
76 845 5
76 894 3
76 913 28
76 952 43
76 968 4
76 982 7
76 985 48
76 999 16
77 33 7
77 37 31
77 38 45
77 39 4
77 48 38
77 54 1
77 68 24
77 88 7
77 96 34
77 122 49
77 144 30
77 153 12
77 172 31
77 190 3
77 352 46
77 361 4
77 363 24
77 412 3
77 439 45
77 453 28
77 456 12
77 518 26
77 530 9
77 549 32
77 582 6
77 591 18
77 596 48
77 642 42
77 669 46
77 678 18
77 724 34
77 774 0
77 779 6
77 782 5
77 784 -1
77 831 23
77 839 27
77 846 22
77 848 44
77 861 0
77 882 13
77 886 47
77 899 16
77 917 31
77 922 33
77 924 14
77 953 48
77 954 8
77 982 50
77 985 35
78 4 9
78 35 22
78 224 37
78 334 30
78 362 8
78 368 1
78 376 -1
78 431 16
78 432 25
78 440 44
78 500 38
78 541 42
78 543 4
78 547 15
78 574 7
78 590 3
78 620 33
78 706 35
78 715 31
78 716 4
78 721 39
78 772 42
78 786 -1
78 788 45
78 789 27
78 808 33
78 832 0
78 856 42
78 887 28
78 897 4
78 899 46
78 908 29
78 922 4
78 948 21
78 968 -1
78 976 17
78 979 15
79 5 28
79 24 32
79 25 20
79 71 29
79 73 6
79 78 39
79 107 5
79 108 49
79 113 49
79 123 15
79 154 36
79 173 22
79 186 40
79 190 4
79 225 31
79 232 42
79 244 50
79 307 1
79 308 30
79 313 44
79 316 38
79 318 25
79 339 34
79 377 -1
79 460 50
79 466 15
79 503 42
79 517 48
79 548 30
79 639 13
79 658 49
79 665 30
79 695 4
79 696 3
79 698 28
79 738 39
79 745 -2
79 763 44
79 768 8
79 813 17
79 815 19
79 828 35
79 850 11
79 853 30
79 863 21
79 870 16
79 885 7
79 925 19
79 970 48
79 981 9
80 88 35
80 94 19
80 112 8
80 123 29
80 128 25
80 179 0
80 205 33
80 243 47
80 282 48
80 298 1
80 310 42
80 317 33
80 319 2
80 330 7
80 349 39
80 359 14
80 360 33
80 394 29
80 399 45
80 402 10
80 423 45
80 434 29
80 474 47
80 477 1
80 488 15
80 517 4
80 546 -2
80 581 34
80 608 37
80 629 8
80 631 7
80 650 25
80 693 31
80 729 28
80 749 31
80 754 33
80 762 38
80 772 16
80 876 42
80 879 4
80 884 13
80 887 24
80 972 32
80 973 45
80 998 14
81 15 46
81 35 5
81 41 15
81 147 15
81 162 38
81 178 21
81 226 27
81 347 25
81 357 43
81 358 23
81 372 21
81 388 44
81 402 10
81 408 11
81 479 29
81 516 21
81 522 29
81 523 26
81 548 24
81 637 38
81 657 42
81 665 14
81 732 12
81 761 45
81 775 19
81 795 12
81 806 8
81 841 -1
81 856 41
81 891 18
81 892 2
81 911 40
82 1 40
82 7 46
82 34 37
82 46 27
82 64 6
82 68 50
82 109 29
82 140 49
82 187 43
82 195 33
82 206 28
82 212 13
82 230 25
82 233 -2
82 352 12
82 375 6
82 410 9
82 446 49
82 466 17
82 481 26
82 485 5
82 495 50
82 513 35
82 635 26
82 672 11
82 675 5
82 707 42
82 724 20
82 737 15
82 750 -2
82 804 2
82 805 45
82 813 49
82 888 10
82 927 23
82 981 10
83 66 42
83 67 11
83 81 16
83 141 47
83 144 50
83 150 33
83 152 18
83 165 30
83 172 24
83 187 39
83 249 19
83 256 14
83 281 48
83 286 10
83 303 0
83 317 -1
83 349 26
83 353 20
83 429 40
83 443 16
83 452 48
83 454 13
83 469 40
83 473 41
83 492 16
83 499 25
83 504 23
83 551 30
83 585 20
83 627 30
83 651 49
83 677 28
83 715 6
83 720 49
83 736 16
83 874 45
83 963 8
84 9 -1
84 23 10
84 40 12
84 55 50
84 63 10
84 99 33
84 126 7
84 144 21
84 152 45
84 164 3
84 197 29
84 207 2
84 218 28
84 249 5
84 254 2
84 255 33
84 269 25
84 300 7
84 307 24
84 308 15
84 322 7
84 326 13
84 356 20
84 358 37
84 368 4
84 425 2
84 445 8
84 499 39
84 511 29
84 517 49
84 546 -1
84 551 3
84 602 1
84 611 29
84 625 7
84 630 -1
84 663 29
84 675 0
84 699 47
84 719 11
84 720 30
84 775 37
84 780 30
84 828 47
84 837 45
84 845 -1
84 893 33
84 918 43
84 924 11
84 965 42
84 981 8
84 997 21
85 10 17
85 36 45
85 41 23
85 78 47
85 84 -2
85 118 40
85 123 11
85 127 48
85 128 48
85 139 33
85 151 3
85 174 36
85 211 22
85 237 34
85 259 40
85 290 8
85 344 29
85 390 50
85 391 3
85 420 1
85 441 12
85 458 11
85 471 40
85 479 17
85 483 37
85 540 33
85 566 45
85 579 -2
85 581 5
85 588 32
85 609 23
85 628 6
85 675 41
85 699 22
85 726 2
85 767 17
85 769 32
85 774 3
85 788 46
85 802 32
85 824 30
85 830 44
85 838 17
85 897 22
85 904 38
85 946 32
85 967 27
85 969 9
85 992 38
86 51 41
86 61 -1
86 77 32
86 85 33
86 111 42
86 115 3
86 127 14
86 130 4
86 149 26
86 181 33
86 203 17
86 228 -2
86 230 11
86 265 6
86 284 42
86 294 13
86 295 25
86 297 25
86 306 49
86 332 19
86 335 4
86 342 10
86 349 9
86 363 22
86 376 31
86 388 6
86 496 45
86 502 15
86 512 22
86 590 38
86 637 23
86 688 30
86 697 28
86 714 31
86 724 33
86 752 39
86 761 22
86 783 29
86 810 2
86 836 8
86 862 41
86 885 11
86 898 14
86 961 21
87 54 14
87 58 0
87 95 40
87 218 17
87 221 50
87 222 32
87 228 9
87 250 33
87 279 3
87 284 40
87 292 -2
87 332 -2
87 343 21
87 346 37
87 429 4
87 447 50
87 451 13
87 453 37
87 464 0
87 518 13
87 520 20
87 540 20
87 571 31
